zip	state	mean_income	median_income	population
30630	GA	39116	51511	2438
30631	GA	23227	36362	1767
30633	GA	45031	54254	8474
30634	GA	32625	41348	2281
30635	GA	30806	42322	16109
30641	GA	54996	65179	1810
30642	GA	48456	73378	11001
30643	GA	35494	46957	16382
30646	GA	40433	49223	6946
30648	GA	37557	51370	2988
30650	GA	41921	70135	11708
30655	GA	46331	54956	24136
30656	GA	52101	61865	15133
30660	GA	36362	49347	1191
30662	GA	38732	47819	8537
30663	GA	48138	77143	3032
30664	GA	22188	35122	38
30665	GA	34250	33284	80
30666	GA	50873	62992	8659
30667	GA	45185	50009	1035
30668	GA	23102	32110	1533
30669	GA	29582	42441	3313
30673	GA	28732	39558	7897
30677	GA	73008	90984	17065
30678	GA	39038	49264	1294
30680	GA	48674	57889	37837
30683	GA	41683	55739	6749
30701	GA	37491	46253	37979
30705	GA	37405	46712	33566
30707	GA	42831	54164	16483
30708	GA	33511	43257	293
30710	GA	45465	59466	6661
30711	GA	33877	43869	3569
30720	GA	46487	64587	26895
30721	GA	37837	49015	53601
30725	GA	36359	45787	4647
30726	GA	51115	58049	56
30728	GA	37536	46112	19612
30730	GA	36546	41401	1993
30731	GA	34047	45859	2428
30733	GA	38798	50471	2080
30734	GA	7253	8375	600
30735	GA	36868	44738	5350
30736	GA	55081	64951	41029
30738	GA	49983	68901	3799
30739	GA	57173	64495	5571
30740	GA	52137	60938	8600
30741	GA	34697	43845	29290
30742	GA	34622	41973	7460
30746	GA	40716	47328	1223
30747	GA	33651	41658	16859
30750	GA	53837	77430	4125
30751	GA	33511	43257	91
30752	GA	39450	48187	9800
30753	GA	31909	39934	6697
30755	GA	46929	57355	9590
30756	GA	48525	65887	74
30757	GA	36301	45048	1787
30802	GA	61604	71492	6321
30803	GA	39967	54310	741
30805	GA	44341	57217	2734
30807	GA	30678	37564	92
30808	GA	38150	44135	4615
30809	GA	91055	102473	38168
30810	GA	37058	44219	2138
30812	GA	43011	47198	363
30813	GA	54384	61035	30415
30814	GA	39274	50067	8150
30815	GA	48065	56761	39640
30816	GA	33526	44931	2109
30817	GA	22873	27093	4360
30818	GA	29918	40090	555
30820	GA	35574	42982	1205
30821	GA	30702	37595	882
30822	GA	25918	43035	526
30823	GA	36985	49362	1800
30824	GA	33655	43782	17201
30828	GA	31984	39194	4368
30830	GA	32969	42965	13966
30833	GA	29918	40090	4043
30901	GA	18901	28775	16445
30903	GA	65635	74740	585
30904	GA	32890	45710	25666
30905	GA	49429	52433	8955
30906	GA	36768	44453	57748
30907	GA	67272	82432	50913
30909	GA	45904	61088	41585
30912	GA	15438	24078	296
31001	GA	25610	30547	4816
31002	GA	34480	49324	2910
31003	GA	38229	44461	112
31005	GA	80484	93616	15102
31006	GA	29610	40778	4923
31007	GA	29578	36685	1117
31008	GA	56351	65038	18453
31009	GA	38675	47738	1477
31011	GA	26061	55882	923
31012	GA	5906	6993	419
31014	GA	33416	48271	12806
31015	GA	29845	43454	21938
31016	GA	51523	63652	1517
31017	GA	30929	43874	1985
31018	GA	39794	46246	2837
31019	GA	45338	50245	2318
31020	GA	27348	41970	2541
31021	GA	41960	53424	28549
31022	GA	52323	68331	1424
31023	GA	31162	38874	15340
31024	GA	41259	60330	20039
31025	GA	49125	64513	1226
31027	GA	34862	41964	10012
31028	GA	61363	64229	5912
31029	GA	43626	59903	16287
31030	GA	34773	46282	18977
31031	GA	40148	48932	6576
31032	GA	52864	62148	13993
31033	GA	47112	53331	2660
31035	GA	39872	46296	1364
31036	GA	36260	46836	12998
31037	GA	26309	37041	4313
31038	GA	38752	51179	761
31039	GA	24770	34400	74
31041	GA	35694	36862	988
31042	GA	32156	47204	1841
31044	GA	27087	42271	2911
31045	GA	28636	35640	73
31046	GA	64617	72838	3343
31047	GA	77209	87893	11193
31049	GA	36613	58034	1806
31050	GA	45591	56301	965
31051	GA	29375	36275	187
31052	GA	54412	68320	8652
31054	GA	32686	47906	1671
31055	GA	25295	34692	8245
31057	GA	31014	39931	2182
31058	GA	38439	45761	2123
31060	GA	24720	43423	1915
31061	GA	37323	47876	43755
31062	GA	30912	37712	495
31063	GA	25579	35797	5666
31064	GA	40813	53917	9450
31065	GA	51789	65210	1118
31066	GA	23843	51810	1147
31067	GA	31925	41781	222
31068	GA	33060	37946	5425
31069	GA	55311	65038	18948
31070	GA	31038	40543	998
31071	GA	42748	49626	1199
31072	GA	27323	40832	1326
31075	GA	44266	49223	2496
31076	GA	27922	39249	3064
31077	GA	32078	37748	1275
31078	GA	25808	50954	3566
31079	GA	34634	41572	2398
31081	GA	24770	34400	251
31082	GA	30384	41600	10408
31083	GA	26031	34882	362
31084	GA	26172	39985	129
31085	GA	44460	56938	1043
31087	GA	23403	30376	9656
31088	GA	57893	67862	50163
31089	GA	32520	42274	4838
31090	GA	37622	44735	1038
31091	GA	31259	39981	5189
31092	GA	31316	44966	7420
31093	GA	41030	48926	28087
31094	GA	34121	45595	1114
31096	GA	25265	37413	7395
31097	GA	44573	54227	1302
31098	GA	47965	51463	2888
31201	GA	21694	31654	8761
31204	GA	33683	44663	31482
31206	GA	27999	37535	29072
31207	GA	9300	18340	974
31210	GA	62369	84972	30968
31211	GA	43031	53044	16282
31216	GA	60590	65268	16109
31217	GA	31974	39114	18408
31220	GA	57138	76663	13839
31301	GA	32609	38477	4591
31302	GA	54152	61272	7853
31303	GA	64996	65226	1999
31304	GA	37917	48179	132
31305	GA	39455	47243	5989
31307	GA	45463	60045	998
31308	GA	47290	54413	7305
31309	GA	47387	53880	1210
31312	GA	56808	63986	16443
31313	GA	44069	50700	40302
31314	GA	70281	67003	1931
31315	GA	35846	37720	7488
31316	GA	40506	42825	9749
31318	GA	45463	60045	341
31320	GA	54503	59929	8794
31321	GA	48835	56118	6326
31322	GA	42819	47447	13264
31323	GA	34008	47339	1762
31324	GA	77106	88790	20495
31326	GA	61642	72789	19269
31327	GA	37917	48179	195
31328	GA	53309	76834	3306
31329	GA	55857	61908	9034
31331	GA	37665	51991	7856
31401	GA	22949	39441	21685
31404	GA	30787	42275	31024
31405	GA	41926	53362	37207
31406	GA	51711	68273	33965
31408	GA	29458	34684	8272
31409	GA	34405	38718	652
31410	GA	66667	84108	23654
31411	GA	96925	147200	8384
31415	GA	24331	32234	12089
31419	GA	52206	62233	50954
31501	GA	36731	47321	15576
31503	GA	38920	50061	21116
31510	GA	33926	45825	9848
31512	GA	42892	55255	2248
31513	GA	36526	46589	16084
31516	GA	39194	48570	14735
31518	GA	46963	46389	704
31519	GA	34101	50097	3569
31520	GA	29871	44452	22336
31522	GA	80117	110367	14447
31523	GA	57919	66641	13229
31525	GA	51250	63587	28247
31527	GA	61572	66542	805
31532	GA	35439	51187	727
31533	GA	35017	46741	17494
31535	GA	34351	43876	11264
31537	GA	40941	48614	10097
31539	GA	33279	40170	14468
31542	GA	40709	50947	2811
31543	GA	37031	48580	4796
31544	GA	20620	32653	994
31545	GA	35806	47065	16133
31546	GA	38366	56209	8095
31547	GA	41860	45745	1293
31548	GA	47057	55714	20020
31549	GA	21879	33274	2239
31550	GA	33597	43319	780
31551	GA	43570	49674	1020
31552	GA	44784	56361	932
31553	GA	34041	45085	5237
31554	GA	29921	43507	7076
31555	GA	39105	50925	2868
31556	GA	38598	48624	67
31557	GA	38682	48592	3043
31558	GA	54294	61474	20373
31560	GA	40928	47894	2842
31561	GA	86585	118497	298
31562	GA	39803	47744	2177
31563	GA	45582	47478	1324
31565	GA	38824	46404	1841
31566	GA	37327	48531	3471
31567	GA	27107	42806	782
31568	GA	38824	46404	1273
31569	GA	58519	69254	5580
31601	GA	28722	38210	32730
31602	GA	43060	55594	34702
31605	GA	48117	53099	17009
31606	GA	45592	53786	3861
31620	GA	36758	42926	10690
31622	GA	31308	46001	2178
31624	GA	35339	41846	1273
31625	GA	46382	54982	1171
31626	GA	31174	49249	3463
31627	GA	32928	38014	239
31629	GA	36016	44462	902
31630	GA	10387	14086	167
31631	GA	24146	33868	559
31632	GA	52552	62790	9746
31634	GA	3886	5676	1030
31635	GA	34697	44464	6513
31636	GA	44756	56582	9539
31637	GA	24294	39579	2848
31638	GA	46323	55062	1045
31639	GA	31698	39487	10537
31641	GA	39577	47184	1831
31642	GA	33711	42768	4892
31643	GA	35901	51048	8709
31645	GA	34291	41146	4554
31647	GA	35937	44233	3535
31648	GA	30625	38904	1040
31649	GA	48558	58582	1056
31650	GA	33245	46849	3311
31698	GA	18799	42294	2223
31699	GA	54177	57078	621
31701	GA	24689	34218	20552
31705	GA	28735	36883	35565
31707	GA	40864	50509	25299
31709	GA	35726	47146	16019
31711	GA	35759	43011	867
31712	GA	34965	40993	1263
31714	GA	27658	40490	6474
31716	GA	38001	49732	2896
31719	GA	30202	42343	10977
31720	GA	37641	48999	455
31721	GA	67836	83432	20095
31722	GA	32456	48739	494
31730	GA	37014	46810	9682
31733	GA	55199	63771	1580
31735	GA	33050	45056	817
31738	GA	33526	49166	2102
31743	GA	35498	47059	630
31744	GA	39263	47362	3202
31747	GA	32456	48739	281
31749	GA	29891	41705	2783
31750	GA	30451	40791	18687
31756	GA	45433	55345	966
31757	GA	37171	50287	10451
31763	GA	58899	68456	23304
31764	GA	34475	46224	1296
31765	GA	29855	37520	2647
31768	GA	32659	44738	23617
31771	GA	31458	42899	5666
31772	GA	35750	44947	482
31773	GA	46156	57290	3729
31774	GA	34049	50471	6714
31775	GA	31353	38987	2979
31778	GA	38052	49599	2562
31779	GA	35429	43786	9927
31780	GA	32438	44921	2285
31781	GA	34540	46721	1752
31783	GA	42587	48916	1107
31784	GA	39800	46587	781
31787	GA	40714	65109	1488
31788	GA	39808	53500	10602
31789	GA	33785	45774	1236
31790	GA	40530	50905	2078
31791	GA	37693	49508	12354
31792	GA	35430	56525	23835
31793	GA	43511	51863	9043
31794	GA	36483	46295	27153
31795	GA	43525	57979	2010
31796	GA	35750	44947	1112
31798	GA	35542	50559	983
31801	GA	40760	48719	3008
31803	GA	30811	40014	5662
31804	GA	77075	95031	5934
31805	GA	45219	53406	3191
31806	GA	32689	45798	4962
31807	GA	67780	94662	2483
31808	GA	70197	93301	6679
31810	GA	27377	37063	225
31811	GA	64447	82972	5103
31812	GA	32032	42441	565
31814	GA	32891	41439	272
31815	GA	32526	41017	3675
31816	GA	31872	41465	6091
31820	GA	73748	94757	8473
31821	GA	32891	41439	250
31822	GA	53562	64413	5429
31823	GA	47018	49320	754
31824	GA	23789	37875	1838
31825	GA	25211	34407	2312
31826	GA	41901	49144	2350
31827	GA	37983	43926	2134
31829	GA	78706	101437	1370
31830	GA	40054	50005	2191
31831	GA	63258	87440	3095
31832	GA	19787	37697	217
31833	GA	45581	52920	6900
31836	GA	34886	47034	1154
31901	GA	19531	28471	8638
31903	GA	24295	30794	20128
31904	GA	51306	67755	32871
31905	GA	94607	107990	16044
31906	GA	38249	52290	21757
31907	GA	38710	47266	48170
31909	GA	56878	68751	35177
32003	FL	86777	103806	27126
32008	FL	36554	47368	5309
32009	FL	62643	69165	3325
32011	FL	56680	66407	13854
32024	FL	43185	54603	18706
32025	FL	38219	48075	22380
32026	FL	41433	52852	1959
32033	FL	51131	69896	4118
32034	FL	56569	74029	24637
32038	FL	38594	49201	9228
32040	FL	50848	64183	7604
32043	FL	57042	65978	24460
32044	FL	43890	54914	2060
32046	FL	49169	59863	9410
32052	FL	4558	6681	1087
32053	FL	38403	56820	3801
32054	FL	38547	49811	12075
32055	FL	25541	34828	12636
32058	FL	46607	50740	4251
32059	FL	38052	49470	2377
32060	FL	32973	41245	18175
32061	FL	35849	46273	283
32062	FL	38224	50541	2449
32063	FL	48590	60128	13429
32064	FL	22625	28039	3853
32065	FL	65307	71550	32770
32066	FL	24177	29736	4148
32068	FL	52497	58284	42973
32071	FL	34047	45504	3671
32072	FL	43913	48623	324
32073	FL	58012	71877	38920
32079	FL	65179	73585	433
32080	FL	52825	74159	20165
32081	FL	64656	80812	4524
32082	FL	97800	146048	28996
32083	FL	13854	15082	1342
32084	FL	37579	58178	27274
32086	FL	49689	64186	24546
32087	FL	45142	51308	5518
32091	FL	27394	34034	9797
32092	FL	80960	96449	28242
32094	FL	36941	48740	2540
32095	FL	58494	70753	7302
32096	FL	31391	38293	2620
32097	FL	56242	63928	15616
32102	FL	35910	47119	2565
32110	FL	43824	51293	7600
32112	FL	29545	39303	7713
32113	FL	41954	49465	6627
32114	FL	25454	31571	32084
32117	FL	33489	40504	24170
32118	FL	44206	59421	16961
32119	FL	39228	50529	20189
32124	FL	65868	79042	5986
32127	FL	51859	65387	29413
32128	FL	71113	89950	16910
32129	FL	40570	47841	20104
32130	FL	42046	58107	5474
32131	FL	49191	67165	4701
32132	FL	39360	50192	7265
32133	FL	42780	62373	137
32134	FL	36053	40793	8084
32136	FL	50734	79105	7080
32137	FL	47694	59986	35413
32139	FL	27249	40981	1129
32140	FL	46480	52739	1741
32141	FL	47440	54973	17603
32145	FL	38148	43118	5456
32147	FL	42336	50045	593
32148	FL	37477	42363	11201
32157	FL	34175	40444	407
32159	FL	42451	54471	28867
32162	FL	53356	64499	45180
32164	FL	47062	54138	41616
32168	FL	47190	58078	23642
32169	FL	56489	77012	9816
32174	FL	51232	70956	47552
32176	FL	46550	76772	14339
32177	FL	29934	39061	23128
32179	FL	35732	46323	8156
32180	FL	41601	54058	4218
32181	FL	34469	40551	2551
32187	FL	40114	48853	1713
32189	FL	33336	41247	5807
32190	FL	40945	54083	1170
32193	FL	38900	43634	825
32195	FL	45821	67454	3328
32202	FL	12082	22756	7915
32204	FL	32458	55628	6906
32205	FL	40722	54250	28225
32206	FL	26239	33471	17107
32207	FL	43304	62344	33306
32208	FL	29084	37662	25958
32209	FL	23838	33576	34305
32210	FL	48917	60084	59080
32211	FL	43766	52631	30501
32212	FL	35500	39723	1959
32216	FL	49681	60138	34876
32217	FL	56748	76514	18817
32218	FL	52036	59756	53473
32219	FL	49568	55396	11886
32220	FL	49868	58309	12946
32221	FL	54517	61986	27918
32222	FL	55409	62261	8691
32223	FL	80777	105595	23980
32224	FL	62346	84538	38934
32225	FL	69859	81481	52485
32226	FL	70998	83619	15761
32227	FL	42674	46973	2149
32228	FL	42674	46973	314
32233	FL	54349	67479	23673
32234	FL	40876	47132	5715
32244	FL	49429	56046	57369
32246	FL	56683	63701	48789
32250	FL	59844	78791	25356
32254	FL	31642	36640	13570
32256	FL	60486	79800	38483
32257	FL	54405	76217	36430
32258	FL	80372	86708	26759
32259	FL	100324	113115	36917
32266	FL	61175	89502	7037
32277	FL	49284	61270	29517
32301	FL	32905	42533	29321
32303	FL	45390	55021	47359
32304	FL	14507	20404	36661
32305	FL	37011	43703	20073
32308	FL	60887	75698	21586
32309	FL	80148	95648	30159
32310	FL	33187	41597	17402
32311	FL	64653	76238	17493
32312	FL	92630	113702	31869
32317	FL	89453	95542	14067
32320	FL	29797	44607	3858
32321	FL	39017	51176	6258
32322	FL	6061	7202	576
32324	FL	33635	43565	5445
32327	FL	53887	59235	25198
32328	FL	41388	52683	3149
32330	FL	42552	45903	804
32331	FL	42518	49236	4242
32332	FL	31178	41412	1642
32333	FL	42887	54876	11330
32336	FL	40716	48875	1391
32340	FL	34641	42568	11808
32343	FL	46445	50817	3044
32344	FL	41285	52454	13193
32347	FL	40194	55039	8057
32348	FL	35483	43730	12442
32350	FL	43810	56195	1417
32351	FL	30073	38848	17486
32352	FL	34750	45479	6638
32355	FL	63438	71719	312
32356	FL	40651	47430	129
32359	FL	38469	47274	1721
32361	FL	39861	48792	252
32399	FL	33571	39851	2
32401	FL	35777	45938	22647
32403	FL	44676	54547	2995
32404	FL	50703	56606	38425
32405	FL	51314	63842	29980
32407	FL	49268	62043	9347
32408	FL	58218	73610	15352
32409	FL	44291	54939	8691
32410	FL	44856	74317	740
32413	FL	52248	64587	13128
32420	FL	41087	47880	2144
32421	FL	37144	46479	4497
32423	FL	41976	45654	1264
32424	FL	28077	41077	7994
32425	FL	26125	33023	11384
32426	FL	30421	35596	942
32427	FL	40347	39075	1475
32428	FL	32126	42749	15851
32430	FL	39034	47958	1199
32431	FL	33578	41290	4903
32432	FL	41042	55149	89
32433	FL	26980	36309	11815
32435	FL	36219	47968	6636
32437	FL	36518	45710	679
32438	FL	40967	47016	4060
32439	FL	43240	53289	7715
32440	FL	29390	36436	6487
32442	FL	39714	51908	3699
32443	FL	42572	51880	2921
32444	FL	62142	73354	18985
32445	FL	41849	43911	2644
32446	FL	46717	60329	11075
32447	FL	22467	34308	78
32448	FL	29549	40860	8684
32449	FL	39034	47958	478
32455	FL	34099	45971	4736
32456	FL	43593	54379	6966
32459	FL	59932	92695	11457
32460	FL	35893	43370	5856
32461	FL	61301	90004	13
32462	FL	37282	42681	3412
32463	FL	38328	44964	114
32464	FL	33659	43472	3994
32465	FL	4481	5377	895
32466	FL	47500	53287	5641
32501	FL	27408	42073	11160
32502	FL	21790	35468	2265
32503	FL	45680	63691	32011
32504	FL	52600	63465	21441
32505	FL	30051	40523	28213
32506	FL	41791	50757	33846
32507	FL	47583	60003	28996
32508	FL	56528	59791	5852
32509	FL	45120	60882	660
32511	FL	39758	41249	1145
32514	FL	46970	61881	37399
32526	FL	50586	61013	36297
32530	FL	60365	72648	38
32531	FL	332	413	40
32533	FL	58363	65859	26493
32534	FL	46493	58244	14029
32535	FL	35170	44527	6326
32536	FL	54719	61982	19709
32539	FL	52265	59585	24570
32541	FL	64760	101654	15565
32542	FL	42302	54702	3457
32544	FL	53579	65904	1818
32547	FL	50982	61930	32485
32548	FL	49868	60966	19343
32550	FL	63310	88460	5867
32561	FL	78898	112993	7899
32563	FL	59331	77384	22406
32564	FL	6816	8106	449
32565	FL	48010	55604	5719
32566	FL	60502	69145	33671
32567	FL	25071	30058	2025
32568	FL	50367	59911	3122
32569	FL	55452	70823	11235
32570	FL	46920	54775	28817
32571	FL	59658	70106	28881
32577	FL	50234	60088	4625
32578	FL	75180	84524	30108
32579	FL	64267	83235	9997
32580	FL	41106	57016	3662
32583	FL	46907	56437	25586
32601	FL	20694	29131	18585
32603	FL	19165	37562	6741
32605	FL	57981	75904	22925
32606	FL	59247	78873	21833
32607	FL	41384	56434	29750
32608	FL	41825	58859	45842
32609	FL	35994	42923	18756
32612	FL	15999	20146	5458
32615	FL	55110	71800	14295
32616	FL	47480	64127	872
32617	FL	41860	50396	4109
32618	FL	56895	71447	7732
32619	FL	37130	48579	4730
32621	FL	34436	42808	5584
32622	FL	44464	54762	1294
32625	FL	41095	51983	1838
32626	FL	31892	42251	8133
32628	FL	34501	42118	4850
32631	FL	52294	57653	291
32639	FL	41099	51985	397
32640	FL	38205	48063	10510
32641	FL	30112	38189	14291
32643	FL	49573	64075	10936
32648	FL	32908	46875	437
32653	FL	54685	73897	12844
32656	FL	45669	61146	14014
32658	FL	47859	66119	308
32664	FL	44837	57009	510
32666	FL	42631	51248	5916
32667	FL	37925	49409	3008
32668	FL	39671	55294	4836
32669	FL	54530	74858	11623
32680	FL	32084	41311	10223
32681	FL	44837	57009	136
32683	FL	41099	51985	151
32686	FL	22952	29144	2560
32692	FL	32908	46875	295
32693	FL	37655	47486	12154
32694	FL	57239	59795	2142
32696	FL	33893	46698	11019
32697	FL	41897	55220	253
32701	FL	47437	60066	21577
32702	FL	35618	68311	2705
32703	FL	50494	64772	46207
32707	FL	54199	64120	35335
32708	FL	72288	87699	42012
32709	FL	60619	72784	2566
32712	FL	66333	79675	41769
32713	FL	58094	70776	19491
32714	FL	53640	66702	34862
32720	FL	44250	58702	29700
32724	FL	45176	59640	31826
32725	FL	47616	55857	44905
32726	FL	45038	59497	20029
32730	FL	44515	59517	5354
32732	FL	61146	77767	5589
32735	FL	42443	55687	3903
32736	FL	54398	68744	9736
32738	FL	53264	59709	43830
32744	FL	61199	63195	3588
32746	FL	77474	99282	40571
32750	FL	67657	77643	22713
32751	FL	69952	102510	19928
32754	FL	48939	60795	11313
32757	FL	47445	65575	23746
32759	FL	43021	54507	2871
32763	FL	39436	50578	21263
32764	FL	55298	67148	3120
32765	FL	70080	85235	56349
32766	FL	86516	99316	15698
32767	FL	35038	47312	2622
32771	FL	50845	67208	48039
32773	FL	52189	59652	28787
32776	FL	61328	77973	10262
32778	FL	41423	54602	18617
32779	FL	89383	116959	27556
32780	FL	48190	61649	34628
32784	FL	44067	52977	11432
32789	FL	73938	120792	24557
32792	FL	45746	58917	46914
32796	FL	46691	56478	20139
32798	FL	41111	51679	2550
32801	FL	27799	42262	8799
32803	FL	55839	72470	17564
32804	FL	57794	82549	17312
32805	FL	27620	37242	21810
32806	FL	53833	74808	24820
32807	FL	40232	52121	31465
32808	FL	36308	45185	46334
32809	FL	42158	52672	26773
32810	FL	45750	58520	32210
32811	FL	36317	44186	35825
32812	FL	45654	62272	32844
32814	FL	63540	89726	6151
32817	FL	46429	58299	35105
32818	FL	45625	52707	43911
32819	FL	80419	102150	24976
32820	FL	59741	71726	7974
32821	FL	47245	52545	21423
32822	FL	42768	49419	53029
32824	FL	49416	58462	37401
32825	FL	55274	62936	53024
32826	FL	49458	58796	29347
32827	FL	73291	108087	6362
32828	FL	67869	78605	57881
32829	FL	62844	67601	17822
32830	FL	61087	70582	26
32831	FL	67206	72491	2542
32832	FL	78229	93994	13787
32833	FL	60302	69269	9241
32835	FL	58298	69656	39633
32836	FL	97804	129834	16647
32837	FL	60997	70590	51219
32839	FL	37614	45935	50279
32901	FL	35729	44997	24521
32903	FL	67158	98491	12869
32904	FL	52170	63539	26710
32905	FL	36827	49304	22084
32907	FL	50372	59720	41870
32908	FL	46536	53362	10892
32909	FL	46458	55636	30120
32920	FL	44849	60540	9841
32922	FL	28512	38963	14916
32925	FL	41279	45182	1222
32926	FL	48636	59503	22752
32927	FL	56601	65989	28092
32931	FL	51372	71410	13567
32934	FL	68358	83770	17338
32935	FL	42020	52494	39082
32937	FL	60060	81341	24969
32940	FL	72285	86290	31999
32948	FL	39370	46007	6773
32949	FL	62327	86690	2248
32950	FL	67886	104290	3982
32951	FL	67947	100087	10673
32952	FL	72210	91737	19881
32953	FL	55261	70154	22754
32955	FL	61354	75082	36374
32958	FL	47165	57605	25366
32960	FL	38037	53753	20037
32962	FL	47741	58383	22716
32963	FL	106733	172147	14911
32966	FL	43678	59022	15626
32967	FL	43225	62221	19518
32968	FL	62291	75736	12830
32970	FL	44615	54091	303
32976	FL	32253	40366	9079
33001	FL	61181	82634	315
33004	FL	43263	50719	15588
33009	FL	35776	48371	39341
33010	FL	26222	34388	46187
33012	FL	34886	45136	72248
33013	FL	35500	45227	33852
33014	FL	43858	51942	40654
33015	FL	55002	62586	63544
33016	FL	43898	54982	45342
33018	FL	55132	66375	46117
33019	FL	71241	100213	15107
33020	FL	37025	47305	41329
33021	FL	57047	73230	45921
33023	FL	45677	53071	63576
33024	FL	50813	60025	63916
33025	FL	53552	62337	59039
33026	FL	77597	89585	28498
33027	FL	74988	87548	57663
33028	FL	96258	114873	26696
33029	FL	96743	107756	45235
33030	FL	37128	47717	34110
33031	FL	63822	75012	5859
33032	FL	42910	53973	34088
33033	FL	43387	51497	48064
33034	FL	30562	39367	18610
33035	FL	49203	56088	13497
33036	FL	62026	106432	3035
33037	FL	46276	65152	10311
33039	FL	46496	54567	122
33040	FL	52705	70497	32871
33042	FL	74753	86691	5829
33043	FL	56343	68566	4313
33050	FL	51126	73771	8922
33051	FL	60900	85146	796
33054	FL	27113	36738	29058
33055	FL	46438	51329	43194
33056	FL	43022	50347	35059
33060	FL	41711	54807	32154
33062	FL	53573	86293	23948
33063	FL	47338	59341	51019
33064	FL	43648	62051	51946
33065	FL	54382	67462	51921
33066	FL	41051	53498	15760
33067	FL	98652	125000	26458
33068	FL	46290	53614	49824
33069	FL	35145	47020	25700
33070	FL	57171	85266	5344
33071	FL	78540	96262	36964
33073	FL	63105	75017	29168
33076	FL	112649	144724	29751
33109	FL	76056	170702	594
33122	FL	33542	42001	1
33125	FL	26946	33983	52677
33126	FL	35901	44442	46867
33127	FL	24838	32244	28909
33128	FL	23234	28724	7558
33129	FL	64143	89844	13833
33130	FL	27499	37130	26108
33131	FL	70421	102667	14917
33132	FL	50556	64823	8722
33133	FL	69702	106293	31926
33134	FL	64887	88800	37456
33135	FL	22452	31251	36066
33136	FL	21347	32052	13790
33137	FL	40441	57115	19410
33138	FL	44342	61780	27571
33139	FL	48799	80108	38554
33140	FL	86562	118196	21210
33141	FL	40148	59173	35249
33142	FL	24024	31906	52599
33143	FL	63639	100225	31407
33144	FL	37633	52435	26903
33145	FL	37118	52359	29758
33146	FL	75696	95773	10444
33147	FL	29739	37854	46933
33149	FL	111097	183363	12375
33150	FL	27809	37964	27811
33154	FL	65690	114814	13971
33155	FL	53543	67759	43773
33156	FL	104687	162451	31315
33157	FL	64221	78630	63226
33158	FL	121193	155565	6694
33160	FL	55814	84075	40053
33161	FL	37580	46384	53710
33162	FL	43065	54739	43539
33165	FL	45187	59662	56149
33166	FL	53922	73419	23038
33167	FL	33508	42771	18846
33168	FL	42403	49150	25792
33169	FL	49826	56333	39353
33170	FL	44645	56772	12253
33172	FL	41505	47932	37664
33173	FL	62609	79228	33141
33174	FL	37893	45811	32524
33175	FL	59884	71334	53206
33176	FL	72690	92862	50170
33177	FL	57246	65235	53191
33178	FL	67121	82824	35954
33179	FL	49898	58588	41332
33180	FL	69592	100277	30840
33181	FL	41762	63037	18413
33182	FL	34477	42930	8758
33183	FL	57133	67341	35949
33184	FL	57548	69332	21075
33185	FL	77351	84856	27189
33186	FL	69664	80474	67137
33187	FL	76225	84304	16315
33189	FL	55280	66760	23828
33190	FL	44313	60773	11593
33193	FL	55287	65176	46044
33194	FL	70952	79204	7742
33196	FL	69504	78600	43620
33301	FL	73186	117999	14586
33304	FL	54014	84213	17724
33305	FL	56996	88455	11927
33306	FL	67282	108311	3397
33308	FL	60083	90508	28217
33309	FL	49355	56430	33705
33311	FL	32842	41480	63786
33312	FL	47575	63939	49343
33313	FL	36694	44484	56039
33314	FL	43157	51454	21885
33315	FL	52881	71271	12153
33316	FL	65603	109967	10044
33317	FL	64226	76891	35372
33319	FL	38898	49683	44420
33321	FL	44102	54911	44327
33322	FL	56266	65903	37858
33323	FL	80944	93360	18929
33324	FL	63302	84849	42847
33325	FL	81107	97068	27570
33326	FL	81641	100991	31257
33327	FL	118985	149757	22658
33328	FL	78546	96950	27415
33330	FL	101524	121901	14107
33331	FL	98601	130840	23204
33332	FL	118783	151231	11179
33334	FL	48040	60660	28749
33351	FL	60103	67156	32890
33401	FL	39186	62035	24879
33403	FL	44632	55276	12042
33404	FL	35512	49371	27489
33405	FL	47210	63311	19155
33406	FL	54032	65680	26312
33407	FL	40706	52648	29659
33408	FL	68047	104831	16921
33409	FL	42495	51691	29140
33410	FL	70319	102390	32570
33411	FL	68253	81051	65240
33412	FL	82336	111894	14414
33413	FL	50966	60097	15162
33414	FL	80792	102122	53718
33415	FL	39845	48223	44963
33417	FL	37258	45503	29156
33418	FL	79956	128173	36004
33426	FL	52310	61836	20082
33428	FL	67407	79866	38548
33430	FL	26743	34602	16771
33431	FL	69728	99824	16066
33432	FL	61740	119899	18715
33433	FL	63029	85992	41722
33434	FL	74019	104141	19260
33435	FL	41440	59866	32104
33436	FL	52095	69060	41896
33437	FL	55258	69001	35938
33438	FL	24239	33460	459
33440	FL	37778	45169	19743
33441	FL	37992	50954	24632
33442	FL	49528	58172	28075
33444	FL	47514	65045	20221
33445	FL	50866	69537	29754
33446	FL	77684	103498	22088
33449	FL	94804	124259	10817
33455	FL	57684	86446	19980
33458	FL	71648	95313	49396
33460	FL	40151	49789	30790
33461	FL	40586	48272	40748
33462	FL	48565	64519	30879
33463	FL	56865	63969	53766
33467	FL	71921	88463	48808
33469	FL	72055	107170	14449
33470	FL	81965	89812	26551
