zip	state	mean_income	median_income	population
61235	IL	54845	64558	1391
61236	IL	45504	62122	193
61238	IL	51196	59766	3247
61239	IL	45504	62122	1219
61240	IL	64421	78151	5870
61241	IL	53082	59915	7124
61242	IL	63384	79664	1145
61243	IL	46932	53302	264
61244	IL	43729	53914	24053
61250	IL	49941	57275	2737
61251	IL	50418	57585	347
61252	IL	51486	63829	5436
61254	IL	63557	75238	11414
61256	IL	46964	58186	1822
61257	IL	63384	79664	1210
61258	IL	53699	62876	204
61259	IL	54450	76636	1276
61260	IL	49731	64788	856
61261	IL	50438	57606	975
61262	IL	58557	67986	1188
61263	IL	64549	70493	530
61264	IL	51169	60536	10548
61265	IL	47599	62183	45099
61270	IL	49939	60058	7306
61272	IL	49608	64480	1504
61273	IL	68705	82013	3316
61274	IL	50237	58934	351
61275	IL	63157	79368	4347
61276	IL	64549	70493	138
61277	IL	46115	57035	3355
61278	IL	63384	79664	412
61279	IL	57118	74813	1061
61281	IL	64445	70519	2597
61282	IL	34534	46314	7809
61283	IL	47125	53992	1640
61284	IL	56644	74159	2292
61285	IL	47602	57259	1631
61301	IL	44804	57338	10588
61310	IL	43405	53874	3970
61311	IL	49344	57321	232
61312	IL	44577	54441	474
61313	IL	48337	55404	282
61314	IL	42853	58496	807
61315	IL	41615	49022	322
61316	IL	40000	44352	282
61317	IL	49196	59604	513
61318	IL	57792	62128	700
61319	IL	50896	60609	1293
61320	IL	52431	75828	710
61321	IL	50324	58304	282
61322	IL	41615	49022	1647
61323	IL	39855	48618	111
61324	IL	68208	86318	109
61325	IL	59515	73174	1073
61326	IL	49662	58186	2452
61327	IL	68798	73607	1235
61328	IL	49196	59604	42
61329	IL	52431	75828	1303
61330	IL	48520	58802	1483
61331	IL	43317	53423	55
61332	IL	50324	58304	134
61333	IL	53135	65354	381
61334	IL	51011	58873	741
61335	IL	69196	73928	532
61336	IL	64320	71104	628
61337	IL	40282	48716	478
61338	IL	47611	56156	284
61340	IL	49493	58049	292
61341	IL	54916	63348	8234
61342	IL	51566	66745	9216
61344	IL	44151	58390	374
61345	IL	42585	58222	846
61346	IL	47611	56156	75
61348	IL	52252	55362	4696
61349	IL	49535	59185	977
61350	IL	49711	61911	24246
61353	IL	57756	61848	1333
61354	IL	49435	62702	10870
61356	IL	45089	56027	11281
61358	IL	50396	58693	478
61359	IL	41615	49022	312
61360	IL	56935	65974	3393
61361	IL	43874	58308	1409
61362	IL	46734	56809	5911
61363	IL	49493	58049	220
61364	IL	45203	53296	20133
61367	IL	52788	58949	864
61368	IL	53460	59509	1489
61369	IL	50629	60132	1711
61370	IL	53020	62533	1460
61372	IL	53038	57351	145
61373	IL	59943	71731	2031
61374	IL	49196	59604	119
61375	IL	46854	60668	1156
61376	IL	47938	56370	2280
61377	IL	47046	60309	1457
61378	IL	57834	62460	512
61379	IL	52561	59074	1359
61401	IL	36354	45589	34788
61410	IL	46322	50964	3912
61411	IL	39932	50859	378
61412	IL	50303	57721	1321
61413	IL	53875	58195	1075
61414	IL	45047	52795	854
61415	IL	41090	49755	1747
61416	IL	39932	50859	235
61417	IL	46212	56577	259
61418	IL	46916	59990	673
61419	IL	53875	58195	128
61420	IL	51661	52346	1067
61421	IL	45203	55277	1392
61422	IL	34091	45848	3416
61423	IL	50938	57850	682
61424	IL	54740	63091	100
61425	IL	46186	57055	483
61426	IL	57071	76973	107
61427	IL	42983	53047	2329
61428	IL	56140	63201	986
61430	IL	47875	71712	828
61431	IL	40084	47309	371
61432	IL	51121	60508	676
61433	IL	42993	53198	74
61434	IL	42051	52529	3312
61435	IL	50938	57850	116
61436	IL	57378	61480	951
61437	IL	46904	59940	818
61438	IL	51999	52704	760
61439	IL	60091	67107	269
61440	IL	39979	50652	766
61441	IL	43775	52929	897
61442	IL	48455	62925	762
61443	IL	32930	46070	14214
61447	IL	38333	49008	924
61448	IL	50824	58008	3823
61449	IL	44651	55585	512
61450	IL	39968	49858	1742
61451	IL	54827	67266	393
61452	IL	40795	47088	293
61453	IL	37153	47543	781
61454	IL	44826	51585	725
61455	IL	29187	38766	22086
61458	IL	50190	56214	822
61459	IL	42838	52179	433
61460	IL	44826	51585	291
61462	IL	38633	46702	11643
61465	IL	49986	57760	1213
61466	IL	49769	57736	342
61467	IL	45900	53829	1048
61468	IL	53875	58195	104
61469	IL	35137	45114	2184
61470	IL	33990	45712	547
61471	IL	44826	51585	140
61472	IL	49406	57109	648
61473	IL	44100	56008	1667
61474	IL	50024	54275	292
61475	IL	56491	57307	205
61476	IL	48366	62805	407
61477	IL	43248	52120	631
61478	IL	43891	55319	290
61479	IL	56110	71252	165
61480	IL	44850	51681	1324
61482	IL	43628	52954	650
61483	IL	45197	57383	1961
61484	IL	40363	48390	825
61485	IL	45277	53246	560
61486	IL	49769	57736	1552
61488	IL	60091	67107	1120
61489	IL	46069	53424	900
61490	IL	53604	58029	1091
61491	IL	56131	75116	2197
61501	IL	40379	48279	1921
61516	IL	48398	55084	661
61517	IL	73107	87885	3259
61519	IL	42993	53198	233
61520	IL	41471	49698	17839
61523	IL	56983	68133	11204
61524	IL	48828	51778	262
61525	IL	83717	106043	9021
61526	IL	70684	85790	1088
61528	IL	77075	99931	2668
61529	IL	63812	71556	2880
61530	IL	52526	62397	6713
61531	IL	46748	53470	3379
61532	IL	44539	57598	534
61533	IL	57859	70357	2427
61534	IL	59153	66655	1737
61535	IL	68279	83931	1629
61536	IL	70097	76905	2919
61537	IL	40515	51947	2974
61539	IL	57321	71067	205
61540	IL	51819	60861	2916
61541	IL	50662	60128	136
61542	IL	39741	47684	3794
61543	IL	48828	51778	151
61544	IL	42660	49762	713
61546	IL	55897	65416	4276
61547	IL	64294	73407	3779
61548	IL	79563	93431	11777
61550	IL	72362	88359	17721
61552	IL	97200	119615	239
61553	IL	51172	60568	213
61554	IL	45958	56609	43810
61559	IL	58564	71498	3332
61560	IL	69010	73757	754
61561	IL	64381	69485	2710
61562	IL	54987	64421	46
61563	IL	48828	51778	526
61564	IL	45263	55257	1077
61565	IL	55340	63933	1504
61567	IL	54090	67182	624
61568	IL	63803	74622	4459
61569	IL	64392	71026	1220
61570	IL	10741	12621	392
61571	IL	59237	70942	23744
61572	IL	46076	53250	1068
61602	IL	21843	46827	1055
61603	IL	36526	45712	17600
61604	IL	42479	52403	31647
61605	IL	23275	32298	16303
61606	IL	46409	68527	8051
61607	IL	52228	63052	10941
61610	IL	43044	51149	5476
61611	IL	58192	68995	25268
61614	IL	59176	83380	27628
61615	IL	73718	97547	22432
61616	IL	40397	64774	6116
61625	IL	66684	90546	385
61701	IL	42217	54305	36105
61704	IL	84573	99885	35981
61705	IL	80473	94969	12263
61720	IL	65012	71784	236
61721	IL	51378	61001	613
61722	IL	59115	67932	549
61723	IL	55416	64101	2321
61724	IL	66557	73959	536
61725	IL	74929	86804	1547
61726	IL	54903	61976	2544
61727	IL	44456	57189	10015
61728	IL	64629	71456	1410
61729	IL	77746	85443	1073
61730	IL	65089	72096	379
61731	IL	54087	61200	280
61732	IL	73058	87320	2096
61733	IL	72741	77236	1124
61734	IL	59391	66904	2867
61735	IL	53276	61802	420
61736	IL	77778	86823	1808
61737	IL	58518	67471	516
61738	IL	60161	70204	4212
61739	IL	54211	64035	4897
61740	IL	53135	65354	1634
61741	IL	58938	67808	1746
61742	IL	76813	83817	1144
61743	IL	53230	65326	212
61744	IL	70844	77678	2031
61745	IL	77893	87113	4408
61747	IL	51210	60833	1560
61748	IL	73220	79545	2782
61749	IL	59467	71640	556
61750	IL	53276	61802	133
61751	IL	55288	63807	124
61752	IL	61918	67625	4339
61753	IL	58387	65043	3012
61754	IL	68261	91664	1261
61755	IL	71487	75599	4669
61756	IL	52999	64090	2337
61759	IL	51210	60833	1534
61760	IL	51450	59113	2542
61761	IL	48696	57597	52879
61764	IL	46457	58754	14460
61769	IL	59658	68514	619
61770	IL	58584	67464	1108
61771	IL	64600	74164	860
61772	IL	69814	91724	351
61773	IL	60114	64294	477
61774	IL	69088	93489	962
61775	IL	48144	57965	307
61776	IL	73062	79332	1409
61777	IL	54970	64524	952
61778	IL	59648	72041	683
61801	IL	31420	43500	30937
61802	IL	44533	57161	19052
61810	IL	53640	61439	361
61811	IL	54378	61524	703
61812	IL	47495	56700	375
61813	IL	46621	51353	1971
61814	IL	64348	68950	1157
61815	IL	56389	63981	228
61816	IL	61512	76622	509
61817	IL	57630	64065	2583
61818	IL	58600	66233	1665
61820	IL	26670	36859	36964
61821	IL	49578	62335	30174
61822	IL	80067	96242	21608
61830	IL	58224	66276	478
61831	IL	54205	61395	157
61832	IL	35503	44905	37290
61833	IL	41064	46501	2124
61834	IL	43619	54360	8454
61839	IL	63250	72930	586
61840	IL	66659	76925	709
61841	IL	54556	61806	1386
61842	IL	45047	56346	2984
61843	IL	66569	75942	2363
61844	IL	50536	58586	970
61845	IL	66108	75141	364
61846	IL	38270	46334	5101
61847	IL	51023	58014	1256
61848	IL	54205	61395	227
61849	IL	60802	75225	1842
61850	IL	52185	59680	671
61851	IL	61664	67481	436
61852	IL	60250	75031	261
61853	IL	68074	84994	13206
61854	IL	63250	72930	1438
61855	IL	58654	66034	96
61856	IL	57820	70415	7433
61857	IL	50125	58269	153
61858	IL	51248	59135	3124
61859	IL	68172	74665	1297
61862	IL	50733	57897	510
61863	IL	62103	68970	814
61864	IL	62139	68497	1715
61865	IL	52699	60341	1391
61866	IL	37097	50495	14048
61870	IL	42735	50525	1327
61871	IL	68544	75016	284
61872	IL	61722	67714	760
61873	IL	68410	75000	6250
61874	IL	59614	76465	7114
61875	IL	59621	70271	761
61876	IL	52811	60344	800
61877	IL	61512	76622	1627
61878	IL	51384	58411	1433
61880	IL	62156	68279	4183
61882	IL	53173	61790	713
61883	IL	37496	43207	4438
61884	IL	63032	72583	1244
61910	IL	45191	57794	4463
61911	IL	47043	61212	4860
61912	IL	49694	63353	1344
61913	IL	45982	54102	1684
61914	IL	50813	58212	1920
61917	IL	39957	48289	591
61919	IL	50436	56714	813
61920	IL	31486	46351	25594
61924	IL	39601	53596	2449
61925	IL	55773	66411	912
61928	IL	49230	67550	757
61929	IL	48364	53479	769
61930	IL	41147	50684	515
61931	IL	48551	62383	1255
61932	IL	39934	48231	456
61933	IL	47777	61024	1141
61936	IL	58654	66034	243
61937	IL	48428	60630	2022
61938	IL	39358	52525	22409
61940	IL	39934	48231	258
61941	IL	40921	50668	57
61942	IL	40897	50609	1202
61943	IL	44447	50817	1637
61944	IL	39656	50780	12908
61949	IL	39934	48231	179
61951	IL	42990	55810	8017
61953	IL	47627	55561	6216
61955	IL	48357	62094	157
61956	IL	51045	57302	2909
61957	IL	47223	57562	1869
62001	IL	56488	66856	1752
62002	IL	42798	51352	32704
62006	IL	46114	57484	648
62009	IL	41914	47647	1810
62010	IL	56472	68961	11186
62011	IL	45194	59735	284
62012	IL	57611	62867	6654
62013	IL	46125	57504	552
62014	IL	48136	55717	4122
62015	IL	58406	69635	487
62016	IL	45066	54939	3816
62017	IL	38008	50753	1185
62018	IL	42647	50989	3604
62019	IL	43732	57185	490
62021	IL	66600	76324	936
62022	IL	60189	67396	1138
62023	IL	41420	46910	91
62024	IL	40541	51759	9775
62025	IL	64370	80425	33748
62027	IL	57500	58444	536
62028	IL	60189	67497	1276
62030	IL	47912	53199	114
62031	IL	59181	69708	970
62032	IL	38377	51028	749
62033	IL	45071	56113	4894
62034	IL	75493	91879	13819
62035	IL	54205	68775	16494
62036	IL	46125	57504	704
62037	IL	59786	78737	1993
62040	IL	42535	50736	43735
62044	IL	48046	63353	2009
62045	IL	44555	54796	647
62046	IL	69792	79760	713
62047	IL	44058	53939	1555
62048	IL	43957	52637	1459
62049	IL	39521	55317	8470
62050	IL	57500	58444	473
62051	IL	41774	51718	950
62052	IL	50004	57813	13002
62053	IL	43629	53200	650
62054	IL	50307	62383	872
62056	IL	40726	52064	8930
62058	IL	55457	65732	843
62059	IL	17460	23634	746
62060	IL	28349	44645	4847
62061	IL	78092	91258	1718
62062	IL	75715	88281	7658
62063	IL	53958	60794	1214
62065	IL	43629	53200	97
62067	IL	65219	75333	2401
62069	IL	43895	50135	3313
62070	IL	43629	53200	37
62074	IL	53947	63642	1087
62075	IL	36542	49069	3458
62076	IL	35308	48006	135
62077	IL	43087	53974	347
62078	IL	57500	58444	119
62079	IL	58425	63464	256
62080	IL	44324	58715	2508
62081	IL	48179	64246	298
62082	IL	42430	49784	3109
62083	IL	43544	47462	295
62084	IL	39350	49828	1606
62085	IL	41420	46910	209
62086	IL	51141	59554	1437
62087	IL	51875	58698	2087
62088	IL	41408	53493	6960
62089	IL	38008	50753	489
62090	IL	19953	33293	1189
62091	IL	51519	63208	337
62092	IL	32278	44528	2979
62093	IL	49844	59486	435
62094	IL	41868	51692	1152
62095	IL	47270	53701	11237
62097	IL	67770	77711	2828
62098	IL	43517	54215	91
62201	IL	23106	29523	7547
62203	IL	32825	40203	8209
62204	IL	20227	26371	7960
62205	IL	22575	30511	9329
62206	IL	32266	45012	16509
62207	IL	17934	26377	8750
62208	IL	59379	65955	17376
62214	IL	55298	59975	1229
62215	IL	65532	73773	1872
62216	IL	69514	73994	2526
62217	IL	46615	51765	807
62218	IL	57540	65338	1481
62219	IL	55875	69683	1009
62220	IL	50835	60278	20504
62221	IL	59918	70605	27858
62223	IL	55262	69051	17560
62225	IL	62309	74317	5381
62226	IL	55745	65212	29744
62230	IL	56484	72501	6194
62231	IL	47066	60591	7589
62232	IL	53776	64111	7260
62233	IL	46704	55713	10037
62234	IL	53362	63441	33430
62236	IL	73875	89116	12562
62237	IL	42523	49806	2659
62238	IL	42195	49622	696
62239	IL	52438	56578	4954
62240	IL	52438	56578	1966
62241	IL	47431	55227	1061
62242	IL	47956	54908	1526
62243	IL	71272	84027	5910
62244	IL	62060	70103	1156
62245	IL	65731	72822	1794
62246	IL	50543	58629	10355
62248	IL	61992	67934	320
62249	IL	65484	74217	15971
62250	IL	37122	47250	504
62253	IL	50871	63590	696
62254	IL	56306	69607	6089
62255	IL	52445	65734	1001
62257	IL	52252	64985	3214
62258	IL	62233	70296	9199
62260	IL	65738	75671	7290
62261	IL	48098	55241	152
62262	IL	52350	68975	1810
62263	IL	48529	59257	5387
62264	IL	66038	79897	3338
62265	IL	64712	73226	4353
62266	IL	65532	73773	254
62268	IL	51476	60586	738
62269	IL	78521	89915	31348
62271	IL	55155	60017	2077
62272	IL	40564	49175	1674
62273	IL	54459	66968	426
62274	IL	42006	48461	8410
62275	IL	57606	69407	3621
62277	IL	50784	57695	1314
62278	IL	53623	62963	6690
62279	IL	61992	67934	69
62280	IL	44452	51933	444
62281	IL	77154	85188	2155
62282	IL	52445	65734	471
62284	IL	55008	69745	636
62285	IL	68121	75824	4484
62286	IL	40999	48451	6008
62288	IL	41053	49794	2918
62289	IL	52563	65175	350
62292	IL	46615	51765	947
62293	IL	69469	74084	4748
62294	IL	71002	84176	14367
62295	IL	77908	89102	1599
62297	IL	47519	54524	452
62298	IL	64198	79005	16609
62301	IL	39585	53502	33758
62305	IL	51107	67151	18052
62311	IL	38559	50113	860
62312	IL	41532	50319	2162
62313	IL	40619	52047	389
62314	IL	44056	49757	611
62316	IL	38248	50438	660
62319	IL	40795	47088	264
62320	IL	44144	53767	2185
62321	IL	41517	50572	4091
62323	IL	42426	48104	290
62324	IL	44745	54213	1361
62325	IL	45607	54962	403
62326	IL	41388	48086	2478
62330	IL	41593	51636	1769
62334	IL	37017	50895	172
62336	IL	41583	52148	47
62338	IL	52693	60741	1473
62339	IL	40268	50802	874
62340	IL	42460	48027	1715
62341	IL	53139	63532	3610
62343	IL	40773	49354	712
62344	IL	40795	47088	138
62345	IL	39812	48726	357
62346	IL	40381	50009	178
62347	IL	55980	62837	2282
62348	IL	46042	55290	170
62349	IL	45618	54964	636
62351	IL	46222	55436	1856
62352	IL	40563	56966	271
62353	IL	36215	56749	5637
62354	IL	37025	50897	1684
62355	IL	41307	56052	820
62356	IL	38671	50921	571
62357	IL	42462	48016	245
62358	IL	39258	51510	752
62359	IL	46498	55664	166
62360	IL	56240	64487	1656
62361	IL	40563	56966	539
62362	IL	42462	48016	399
62363	IL	40146	48300	6353
62365	IL	55990	62799	647
62366	IL	38835	51465	1408
62367	IL	38802	48507	1345
62370	IL	38667	50929	520
62373	IL	48920	57668	300
62374	IL	38616	47365	298
62375	IL	41141	51219	369
62376	IL	46042	55290	1198
62378	IL	41141	51219	896
62379	IL	49223	57968	2049
62380	IL	38352	50512	401
62401	IL	45728	61825	19096
62410	IL	54286	62477	985
62411	IL	53087	59162	4430
62413	IL	2676	3217	24
62414	IL	46162	57714	1886
62417	IL	34872	48548	3064
62418	IL	42402	54415	2133
62419	IL	47375	53326	410
62420	IL	37742	52910	4759
62421	IL	47967	55219	778
62422	IL	39516	48798	1156
62423	IL	50375	62062	724
62424	IL	62213	74168	2092
62425	IL	51072	64001	649
62426	IL	48525	54213	1085
62427	IL	45905	54839	1702
62428	IL	37114	46777	3104
62431	IL	39898	50464	1232
62432	IL	52227	55057	571
62433	IL	346	480	10
62434	IL	46215	57298	330
62436	IL	44200	55217	562
62438	IL	41486	49643	433
62439	IL	34655	45388	7536
62440	IL	49283	66820	1316
62441	IL	48409	56881	7395
62442	IL	40469	54511	2391
62443	IL	50761	54471	1623
62444	IL	44159	54424	387
62445	IL	50046	60343	907
62446	IL	50488	52921	414
62447	IL	46126	58707	3404
62448	IL	42089	50408	5834
62449	IL	41127	48817	2868
62450	IL	39533	52849	12218
62451	IL	35323	48195	2139
62452	IL	47375	53326	400
62454	IL	36212	45179	10588
62458	IL	38483	45354	2228
62459	IL	51908	57165	243
62460	IL	42452	49462	1231
62461	IL	55578	71644	854
62462	IL	45014	56310	1149
62463	IL	44159	54424	1294
62465	IL	46551	56596	858
62466	IL	42944	50119	4848
62467	IL	55676	69131	3741
62468	IL	42383	55736	2564
62469	IL	46035	60611	419
62471	IL	40325	52033	10233
62473	IL	51814	55115	1422
62474	IL	47339	57430	848
62475	IL	51908	57165	387
62476	IL	42820	52890	1734
62477	IL	50733	62056	946
62478	IL	18482	22607	145
62479	IL	51965	56790	820
62480	IL	52009	56501	787
62481	IL	51569	54656	386
62501	IL	51758	64687	2661
62510	IL	46642	50091	1669
62512	IL	56539	65381	500
62513	IL	53289	61781	1766
62514	IL	54130	62616	252
62515	IL	57107	64358	961
62517	IL	44732	55061	226
62518	IL	58188	66952	457
62519	IL	56856	69162	94
62520	IL	60737	68091	1529
62521	IL	46266	59425	35851
62522	IL	38470	49090	16630
62523	IL	21452	27334	1237
62526	IL	42594	53649	34075
62530	IL	62587	68523	1532
62531	IL	46236	55210	1792
62532	IL	62500	73629	105
62533	IL	51106	71906	973
62534	IL	45443	53519	1130
62535	IL	87250	121395	3534
62536	IL	82845	88571	912
62537	IL	56306	66817	92
62538	IL	51773	69680	378
62539	IL	57073	64461	1358
62540	IL	44732	55061	1492
62541	IL	56856	69162	57
62543	IL	58062	66943	540
62544	IL	61899	72459	1776
62545	IL	55850	63571	1246
62546	IL	55738	68404	1630
62547	IL	46760	55434	804
62548	IL	58069	67145	2258
62549	IL	70407	80213	6269
62550	IL	46709	55109	2869
62551	IL	56306	66817	837
62553	IL	38912	48239	437
62554	IL	48354	63105	1563
62555	IL	46833	50809	540
62556	IL	56368	68989	422
62557	IL	35964	41404	7607
62558	IL	63460	69648	3590
62560	IL	51546	71875	1508
62561	IL	62066	64088	5315
62563	IL	85381	91923	5686
62565	IL	41654	52011	7538
62567	IL	59284	66577	1154
62568	IL	41767	54312	16355
62570	IL	44732	55061	512
62571	IL	49408	55002	1532
62572	IL	56878	73980	666
62573	IL	56653	67428	1513
62601	IL	50291	57705	434
62610	IL	45686	59417	199
62611	IL	46252	54941	1067
62612	IL	51765	58718	1915
62613	IL	61439	68993	3872
62615	IL	52431	57845	5748
62617	IL	49900	55510	762
62618	IL	37572	47204	7955
62621	IL	59732	81745	1171
62622	IL	45926	54427	49
62624	IL	44738	52284	546
62625	IL	78224	89793	855
62626	IL	50694	65323	8354
62627	IL	50175	57194	992
62628	IL	45720	54086	896
62629	IL	76855	85883	12949
62630	IL	57001	65042	532
62631	IL	45000	52665	262
62633	IL	45219	56829	647
62634	IL	56856	69162	821
62635	IL	54459	66423	738
62638	IL	47228	56000	1337
62639	IL	44745	52293	316
62640	IL	51210	61555	3756
62642	IL	61286	68775	1440
62643	IL	54522	66531	526
62644	IL	41056	54467	5385
62649	IL	45006	54922	488
62650	IL	45565	55351	26992
62655	IL	49578	55543	568
62656	IL	46727	57069	20405
62661	IL	60257	65003	1213
62663	IL	45686	59417	292
62664	IL	34933	48521	3042
62665	IL	46593	55810	1629
62666	IL	57302	69123	616
62667	IL	42189	52546	464
62668	IL	59117	66189	1512
62670	IL	69464	81572	2997
62671	IL	54281	66309	572
62672	IL	66481	77432	244
62673	IL	54615	58691	530
62674	IL	43210	53620	1454
62675	IL	53303	62454	6154
62677	IL	69606	74479	2562
62681	IL	43040	48430	5602
62682	IL	48298	59979	907
62684	IL	77237	88222	5111
62685	IL	54034	60476	2097
62688	IL	55197	58809	761
62689	IL	51804	57207	518
62690	IL	45364	50294	4120
62691	IL	46277	55453	2426
62692	IL	46867	55466	2093
62693	IL	77152	88665	1638
62694	IL	47783	62517	3192
62695	IL	59857	66562	296
62701	IL	19357	28862	1152
62702	IL	40705	51322	37281
62703	IL	33638	41599	30333
62704	IL	53733	66739	39831
62707	IL	58712	65939	7648
62711	IL	84625	107636	15347
62712	IL	89931	101039	10302
62801	IL	37901	48227	22415
62803	IL	53237	60585	1014
62806	IL	37817	46461	3412
62807	IL	42748	53812	961
62808	IL	50680	60250	1457
62809	IL	49654	52661	142
62810	IL	44155	52632	1089
62811	IL	54286	62477	310
62812	IL	32920	43146	11265
62814	IL	46721	50091	2124
62815	IL	41222	51554	416
62816	IL	47004	54212	1306
62817	IL	41528	53882	557
62818	IL	43902	54916	330
62819	IL	42253	46651	448
62820	IL	48162	52770	162
62821	IL	36957	44417	7657
62822	IL	36763	44556	2574
62823	IL	42434	62222	1691
62824	IL	35279	47540	1761
62825	IL	42253	46651	203
62827	IL	43015	52280	1245
62828	IL	39063	52374	1426
62829	IL	41528	53882	72
62830	IL	45876	55606	1392
62831	IL	49350	59738	573
62832	IL	38544	45991	9208
62833	IL	46382	52848	383
62835	IL	47749	53322	1152
62836	IL	44959	51957	801
62837	IL	39063	45287	8867
62838	IL	47678	56298	1497
62839	IL	36021	45632	6718
62841	IL	34539	46700	98
62842	IL	43124	61425	835
62843	IL	50488	52921	100
62844	IL	42101	52519	2083
62846	IL	44350	52688	2631
62848	IL	53237	60585	636
62849	IL	48691	54081	2205
62850	IL	41486	63317	381
62851	IL	40513	57828	329
62852	IL	54286	62477	160
62853	IL	52429	56306	1034
62854	IL	34768	46289	1776
62856	IL	45000	51972	324
62858	IL	42381	52440	2981
62859	IL	34061	51631	5748
62860	IL	43726	52563	524
62861	IL	45263	59840	128
62862	IL	48273	52805	364
62863	IL	44497	56935	10183
62864	IL	38155	53303	24108
62865	IL	37608	45824	2018
62867	IL	40590	58821	521
62868	IL	49798	61362	1872
62869	IL	45217	59773	2682
62870	IL	47827	56574	2080
62871	IL	39970	58686	686
62872	IL	45644	52487	1178
62874	IL	41638	53606	372
62875	IL	50525	63065	1167
62876	IL	50523	61230	247
62877	IL	53062	60409	514
62878	IL	41486	63317	410
62879	IL	40950	48175	85
62880	IL	49667	56640	717
62881	IL	39450	48639	11385
62882	IL	34653	44398	2331
62883	IL	46731	53041	591
62884	IL	34785	42469	2940
62885	IL	41454	60703	839
62886	IL	38282	52143	440
62887	IL	44870	52646	295
62888	IL	42977	50236	2135
62889	IL	47633	54298	851
62890	IL	42668	50703	2882
62891	IL	42253	46651	652
62892	IL	51451	63204	317
62893	IL	49274	59097	977
62894	IL	50744	56360	1006
62895	IL	37705	50026	2022
62896	IL	33346	41079	12626
62897	IL	34805	48201	398
62898	IL	49353	56253	2097
62899	IL	36666	52258	1612
62901	IL	27420	41659	27182
62902	IL	36326	51953	4531
62903	IL	26971	44025	2962
62905	IL	42710	48612	677
62906	IL	39054	49686	7276
62907	IL	47927	53239	2164
62908	IL	42233	52589	467
62910	IL	43972	47179	2865
62912	IL	44906	54940	1179
62914	IL	19572	28310	3147
62915	IL	33635	44303	321
62916	IL	48253	53801	995
62917	IL	37647	49548	2305
62918	IL	44740	58710	9793
62919	IL	33235	40918	1003
62920	IL	49393	59189	3265
62921	IL	33635	44303	375
62922	IL	42927	51058	3119
62923	IL	31803	42511	518
62924	IL	31838	43022	2809
62926	IL	38704	45148	2263
62927	IL	32247	42593	367
62928	IL	44000	51360	293
62930	IL	31294	41591	6263
62931	IL	30220	40996	1571
62932	IL	32247	42593	1592
62933	IL	41876	57219	1230
62934	IL	38610	52425	927
62935	IL	37191	46378	1943
62938	IL	38370	46343	3033
62939	IL	42262	50652	3119
62940	IL	40846	47838	445
62941	IL	38130	52321	808
62942	IL	40692	47590	707
62943	IL	34982	44620	680
62946	IL	37023	50017	12930
62947	IL	34649	49088	539
62948	IL	36373	45578	12865
62949	IL	33635	44303	810
62950	IL	40692	47590	193
62951	IL	41736	46179	5352
62952	IL	34056	44203	3372
62953	IL	51851	62076	360
62954	IL	35670	48047	515
62956	IL	38857	52837	869
62957	IL	36833	44292	996
62958	IL	58070	75957	2262
62959	IL	43335	55674	26948
62960	IL	40569	48306	11603
62961	IL	39397	44819	65
62962	IL	42390	49773	82
62963	IL	33030	48694	611
62964	IL	29747	43552	1456
62965	IL	56588	80498	125
62966	IL	36096	46189	15607
62967	IL	46866	54401	326
62969	IL	42390	49773	731
62970	IL	32893	48479	639
62972	IL	46463	54015	1205
62974	IL	38539	46171	1401
62975	IL	40692	47590	279
62976	IL	29616	43346	469
62977	IL	43194	56789	700
62979	IL	39932	58592	1230
62982	IL	24279	40634	1328
62983	IL	30833	45189	1504
62984	IL	35286	47098	1841
62985	IL	45482	52933	845
62987	IL	47506	62256	1174
62988	IL	37971	45443	2110
62990	IL	41354	48758	1109
62992	IL	30431	44143	1032
62994	IL	48329	53650	755
62995	IL	26184	32966	3781
62996	IL	31458	46232	535
62997	IL	42241	49640	599
62998	IL	42946	48732	419
62999	IL	30833	45189	1829
63005	MO	142881	192750	17753
63010	MO	62635	68208	35439
63011	MO	88857	106781	36347
63012	MO	69873	80128	9973
63013	MO	53674	60666	1589
63014	MO	56599	67812	779
63015	MO	62129	67984	2076
63016	MO	59528	65841	7582
63017	MO	96380	123154	41470
63019	MO	45007	59939	4449
63020	MO	46630	52626	20714
63021	MO	78532	97941	56261
63023	MO	59371	65720	5831
63025	MO	94791	106422	13854
63026	MO	71160	81638	44124
63028	MO	51594	60900	26413
63030	MO	36514	41360	407
63031	MO	54242	62550	48212
63033	MO	52477	60685	43000
63034	MO	67583	80582	17761
63036	MO	38525	50030	1064
63037	MO	52955	60171	3241
63038	MO	125722	166852	6914
63039	MO	63287	72691	726
63040	MO	102778	118398	8512
63041	MO	49897	54439	534
63042	MO	44684	50880	19602
63043	MO	57516	65248	22367
63044	MO	51940	72040	10568
63045	MO	24063	40762	3
63047	MO	51458	62557	31
63048	MO	54095	63515	3357
63049	MO	58808	67059	15896
63050	MO	61664	68657	15716
63051	MO	53830	63726	14495
63052	MO	66560	71048	26431
63053	MO	57500	59107	62
63055	MO	59399	69544	2449
63056	MO	52993	60195	2002
63057	MO	74365	87119	56
63060	MO	50525	55091	2461
63061	MO	48496	52713	95
63068	MO	58880	68594	4909
63069	MO	65852	76892	15647
63070	MO	44383	57318	7438
63071	MO	34830	45408	1103
63072	MO	58714	64781	3194
63073	MO	63700	73026	301
63074	MO	38475	45843	15164
63077	MO	44580	53689	11798
63079	MO	28526	47854	58
63080	MO	40772	52314	13987
